Category;Category_Description;Attribute;concept;Human_Description;Annotation_Guideline;Normalization_params;Normalization_instruction;Normalization_Function_Description;Data_Types;Normalized_Datatype;Unique Values Count (target_scores);NA Values Percentage (target_scores);Unique Values List (target_scores)
Office Products;The 'Office Products' category typically includes a wide range of items used in office settings, such as stationery, office furniture, printers, copiers, and organizational supplies.;Color(s);material_design;The 'Color(s)' attribute refers to the color of the product. These can be either broad or very specfic.;"
* Level of detail: Longest substring rule ""speckled gray"" instead of ""gray""
* If more than one color are mentioned in a sequence without further information in the sequence, add the sequence.";[Color Generalization];"Categorize the color of each product into ONLY ONE of the following options:
-Black
-White
-Brown
-Green
-Beige
-Gray and Metallic
-Blue
-Red
-Pink
-Yellow
-Purple
-Assorted/Others
-No Color/Transparent

If the product description mentions exactly two colors, categorize it under the first mentioned color.
If the product description mentions more than two colors, classify it as 'Assorted/Others'.""";"* Black: Includes various shades and combinations of black, such as pure black, matte black, charcoal, onyx, and combinations with chrome.
* White: Features white and its variations, including bright white, pastel ivory and items described as brightly colored.
* Brown: Encompasses shades of brown like walnut, mahogany, cherry, and gold brown. Includes natural wood tones like medium cherry and natural cherry, as well as darker shades like coffee beige and desert brown.
* Green: Covers all shades of green, from bright green and neon lime to darker tones like Sherwood green and empire green.
* Beige: Includes beige and its variations such as putty, manila, and pastel ivory. Focuses on light, neutral tones.
* Gray and Metallic: Features gray and metallic shades, including silver, graphite, smoke, and combinations with gray. Includes a range of metallics like copper, gold, bronze, and variations like architectural bronze with glacier gray.
* Blue: Covers all shades of blue, including ice blue, navy, sky blue, and slate blue. 
* Red: Includes various shades of red like ruby, cranberry, brick red, features red in multicolored items.
* Pink: Features pink shades like magenta, carnation pink, and rose confetti.
* Yellow: Encompasses yellow tones like canary, canary yellow.
* Purple: Includes purple and its shades like violet.
* Assorted/Others: A diverse category with multicolored items, vibrant colors, pastels, fluorescents, and combinations of multiple colors. Includes both bold and lively colors.
* No Color/Transparent: Focuses on transparent, clear, and see-through items. Includes variations like crystal clear, translucent, and natural, as well as monochrome and invisible items.";"[""Free Text""]";Unique Numeric ID;118;9,28;Violet, Green, Assorted Translucent, Purple, white or clear, Sky Blue, black, Non-repro blue, Black and Purple, green, orange, pink, citrus and watermelon, Pastel, metallic, Beige, blue, green, yellow & red, Blue/Black, Monochrome, White, green, Metallic Silver, Translucent, Mono, Lavender, Brown, Black, Chrome, Bright Green, gray, Gold Brown, Assorted Fluorescent, Black/Silver, Graphite, multiple, Stardust White, Opaque, Pink, Silver, Black/Chrome, Light Cherry, Crystal clear, Yellow, Cyan, black/red, Blue/Pink, Putty, Mahogany, Translucent Assorted, Ice Blue, Vibrant, Bright translucent, lively pastels, Black, Sapphire, Red, Golden Brown, Medium Cherry, red, blue, clear and purple, White/Canary, Ruby Red, Black/White, Assorted, Blue Black, Magenta, see-through, Bright White, Black/Gray, clear, Onyx, Red Opaque, Canary, Carnation Pink, Rosewood/Black, red and blue, Light Gray, fluorescent pink, fluorescent green and fluorescent orange, Natural, red, n/a, gold, Five Neon Colors, Black, WE, Navy/Black, Transparent, Red & Blue, Black, Cyan, Magenta, Yellow, Gray, Cherry, Canary Yellow, spring green, carnation, sky blue, canary yellow, Sapphire/Black, Black/Black, Clear, Light Brown, Light Gray/Light Gray, Cameo Buff, multicolored, Smoke, Assorted Bright, white, Charcoal, Pastel Ivory, light gray, black, blue, red, green and clear, black marble, Bright Blue, Walnut, Dark Gray, Brightly colored, invisible, blue, Blue, Ribbon Candy, Gray/Green, Neon Green, Neon Orange, Neon Pink, Neon Citrus, Brown Kraft, silver, Pastel-colored, Metallic Blue, Manila, Blue, White
Office Products;The 'Office Products' category typically includes a wide range of items used in office settings, such as stationery, office furniture, printers, copiers, and organizational supplies.;Retail UPC;identification;"The 'Retail UPC' attribute stands for the ""Universal Product Code"" which consists of 12 numerical Digits. The first six to nine digits represent the company or manufacturer. This part of the UPC is assigned by a central organization, ensuring that each manufacturer has a unique identifier. The following digits (up to five) are the item number, assigned by the manufacturer to a specific product. This part differentiates each product from others made by the same manufacturer. The final digit is a check digit, used to verify that the UPC is valid. It's calculated based on the other digits in the code.";* 12-Digit Number;[Substring Extraction];Extract the Manufacturer Code from a Retail UPC by isolating digits 2 to 6. ;"Consider the following pseudo code which could help you in extracting the Manufacturer Code from a Retail UPC:
def retail_upc_to_manufacturer_code(upc_str):
    if upc_string:
        return upc_str[1:6]
    else:
        return ""n/a""";"[""Unique Numeric ID"", ""Unique Alphanumeric ID"", ""Unique Numeric ID with marks"", ""Unique Alphanumeric ID with marks"", ""Unique Alphanumeric ID""]";Numeric with Decimal;136;54,55;095205219487, 072838361011, 025932639104, 040036684183, 085227378101, 087547356159, 762984695053, 078910550663, 012502626497, 044357216011, 071912667001, 089192365852, 087547103142, 050505129959, 079916025063, 070972133631, 025932124433, 073333434606, 079916731025, 734646387811, 087547208182, 010343830042, 686024851851, 033297931115, 076955732709, 826030010020, 010343605886, 095205742466, 071709125080, 077925818102, 041540855804, 083086602139, 025932384141, 087547081389, 038944621500, 021200588495, 077511937309, 042167300302, 021200506758, 093818002151, 075353078525, 073333313840, 071641706248, 087547102817, 087547152133, 075353073865, 039956980999, 078973053422, 718575120206, 725569004961, 038944324579, 070530612325, 072782014094, 040036101883, 087547001196, 087547357675, 086486550765, 021200726125, 038944651873, 083086840104, 077711741072, 073555522426, 021200029813, 080529110336, 083086610387, 040036496743, 045173376545, 077711748064, 087547157817, 069775440312, 040983400039, 044767110171, 013803124309, 041778367841, 051851040837, 078628479102, 718575181566, 030402233300, 735353228039, 013803112931, 038576247574, 829160222615, 077914041641, 734646255325, 095205048254, 021200516979, 034138063552, 888793497241, 025932466397, 087547751305, 025932630309, 010343812598, 029444745209, 635753614114, n/a, 089192074594, 072838310255, 686024587880, 091141754648, 076955701415, 044357004397, 089192667765, 077711745490, 087547356623, 085227933386, 025932802843, 032929409350, 034138224335, 013803094503, 087547359471, 073333339901, 089192868919, 021200705663, 635753720952, 071709298128, 034138594872, 885170049741, 074711299671, 087547103265, 043100172086, 079946262346, 051131980488, 034138364208, 098241058850, 072838310323, 011991640007, 077511987410, 073555527827, 686024123460, 888793807224, 086486705400, 083086705182, 029444514508, 084417401001, 043345367070, 076795302902
Office Products;The 'Office Products' category typically includes a wide range of items used in office settings, such as stationery, office furniture, printers, copiers, and organizational supplies.;Manufacturer Stock Number;identification;The 'Manufacturer Stock Number' uniquely identifies a product, distinguishing it from all other items produced by the manufacturer. Unlike the UPC, it is not standardised and may vary by country or region and is specific to the manufacturer and the particular item.;* Longest substring rule: include brand prefix if applicable (e.g. AVE74806);[Delete Marks];Remove any non-alphanumeric characters (like hyphens, periods, and spaces) from the Manufacturer Stock Number. Only letters and numbers should remain in your output.;"Consider the following pseudo code which could help you in removing non-alphanumeric characters:
def delete_marks(id):
    return re.sub(r'[^a-zA-Z0-9]', '', id)";"[""Unique Numeric ID"", ""Unique Alphanumeric ID"", ""Unique Numeric ID with marks"", ""Unique Alphanumeric ID with marks"", ""Unique Alphanumeric ID""]";Unique Alphanumeric ID;296;1,34;XER108R00691, MFC7460DN, DUC1064012, UNV70109, HEW001420, RTG31001, PIL31032, UNV15213, MMM680BB2, CLI62150, FEL52539, DPSDPCD451, MMM08004, NUD38011Z, HEWK0A22, SMD12442, QRTMP1202Q, ROL22141, REDA44C81, BICWOMTP21, PAC57335, MMM686PGO, UNV15781, ROL82410, SEL49674, PAC103592, UNV35603, UNV08138, CNM4549B001A, BICWOTAPP418, SWI1765010, QRT06355BK, ACC12995, AVE74549, BAGGW2-500, CRD60213, 660-5PK-AST, ROL23330, FDP22997, PIL30006, TOP63910, PIL31025, 5213BL, CKC390701, AVE05202, TEPT47910, MEA43082, WLJ55066, ACC72380, PAP85580, 16872, KMW72355, SAF4236CY, KCS69505, UNV10048, LEXE250X22G, UNV22000, DUCHP260C, 9291B001, CNM0388B003A, UNV684184, DAXN3028S2T, OKI50114601, FEL93730, DR-510, JAGRH4048S, SAU00439, IVRD5878B, RTG31002, MMM2056RC, CE977, PAC74520, TEPT4002, QRTTE561T, MX-C40NTB, PAC37654, FEL22304, MMM660YW, UNV35853, DEF90104, 0279B003A, AVE12508, AVE12505, CRD70518, MMM810K24, HON782LS, MERFSP0573, XER106R01409, PANUG5510, TOP63030, 70C1XY0, PREP6400, QUA37810, ACP096103080, EPSS050191, LEXX340H11G, EPI26234, TOPL3841, TP3854-20, QRTB364T, UNV35767, EPSS041385, CLI32457, EPS7762L, 44315306, SML110211041, UNV15302, WLJ75850, QRTMP1650Q, MEA19010, 2945B001, REDM66026NR, AVE11350, AVE20405, EPSERC27B, DPSDPCTN580, 295673BE, MFC-J870DW, CRD84010, FEL98741, AVE21011, SAM81270, MMM8959RD, UNV15801, UNV10281, UNV10203, BSHAC99850, KMW22803, RED43460, PAC101209, UNV35751, QRTEU500E, FG295673, CNM4547B001A, PRB04545, CNM2801B003A, SMD70540, AJMCP9AJCWWH14, GEO39219, RED33990, PREP215X, PIL36101, 14341, DEF73102, HEWK6B83, SEL39095, SASCLPC660B, HON626NL, AVE05722, QUA41467, AVE74107, UNV76620, MMM680BG2, CLI46117, MLNSR6046RPG, HEWC7973, SAU21601, RED8L810, OKI40629302, KOD8367849, UNV35947, UNV76853, BRTDR620, BRTWT300CL, MEA15200, MMM3101101, FEL8031701, BOSB660BK, QRT52180132, TOP80284, UNV43660, BICWOELP11, SAM71220, UG-5540, MMMR330AP, LEX12015S, C930H2YG, AVE01409, HOD40003, AAGPA133, EPSS041339, AVT75464, SEL10188, n/a, HON584LL, LC10EBK, SAF8917MH, REDA7BLU, TOP73507, 1492A002, SWI35665, RED1L176, ALEVA532822MC, MMM2000CC, BOSPHD60, QRTB243LC, TOP35101, SEL10189, 60F1H00, COS098099, CLI-551M, BUXOC87795BK, LEX12S0300, UNV35662, CP10211228, UNV35262, AAGG21000, QRT2364L, AVE05444, UNV10314, MMM600121296, AVE29812, MEA17208, SAF1876BL, AVE74806, IVR85185, UNV43128, TOP12443, KMW62813, UNV63135, TOP74690, DCPL2520DWZU1, IDEVZ01002, IVRB435AM, UNV10326, RED43571, UNV35615, SEL39256, QRT210TE, TOP74620, AVE30720, EPI902091, MAS00204, SWI74015, PAC0051450, UNV75130, 66700, STT190004, DMR85311, UNV15122, SMD55076, QRTP563T, PAP70624, LIL51030, QUA42353, SASSCXD4725, HON38251QQ, MMF263534BL, BOSB326BLK, SAN61232, T650A11, RED43475, ROA13363, SAF5224BL, AAGE51750, TNNCF846LGY, MXBHD50DFBK, TOP50992, TOP46639, UNV28073, UNV00119, CSOTR18BK, LEE40100, TOP63020, QUA93338, ROL66700, TOP25330, SWI29967, UNV35688, QUA37895, HEWC5060, BICWOTAP1SGK, KCC92013, MMM6705AN, UNV84650, CLI32557, EPSS041856, MMM23434, XER108R00662, CRD61038, WLJ55964, UNV20818, AAGPM5228, EPSS041466, QUA62273, C930H2MG, SAF5278BL, UNV56604, 5206B001, UNV88000, RED31384, NUD18851M, MMM3111250, AAG8058005, CLI65187, TOP33041
Office Products;The 'Office Products' category typically includes a wide range of items used in office settings, such as stationery, office furniture, printers, copiers, and organizational supplies.;Pack Quantity;quantity;The 'Pack Quantity' informs about the number of individual items that come within in a single package or purchase unit. ;"* Include longest substring, include all details of the purchase (e.g. ''5 Pads/Pack, 100 Sheets/Pad') if applicable. If more information than a number is provided, the annotation includes all information of ""what the consumer gets"".  The usage of terms such as ""Pack"" is deemed essential as it signifies the delivery format (similar to Box, Bag, etc.), thereby not categorized as redundant.";[Numeric Standardization];Extract the Pack Quantity as a single numeric number. If the Package Quantity is given as a word, extact the correspodnung number in numeric format.;"Consider the following pseudo code which could help you in normalizing the Pack Quantity as a single numeric value:
def translate_or_extract_number(input_string):
    # Mapping of number words to their numeric values
    number_words = {
        ""one"": 1, ""two"": 2, ""three"": 3, ""four"": 4, 
        ""five"": 5, ""six"": 6, ""seven"": 7, ""eight"": 8, 
        ""nine"": 9, ""ten"": 10, ""eleven"": 11, ""twelve"": 12
    }

    # Check if the input string is a number word
    if input_string.lower() in number_words:
        return number_words[input_string.lower()]

    # Check for numeric values in the string
    numeric_value = re.findall(r'\d+', input_string)
    if numeric_value:
        # Return the first numeric value found
        return int(numeric_value[0])

    # Return None if no number word or numeric value is found
    return ""n/a""";"[""Free Text with Numeric"", ""Free Text"", ""Numeric""]";Numeric;189;33,78;50 folders per box, Five dividers per pack, 1 set per box, 25/BX, 100, 150, 120 Pages, 35/Box, 70 Sheets, 80 Sheets/Book, 16 Sheets, 500 sheets/Rm, 25/Pack, 800 sheets/Ctn, 50 Forms, 25/Roll, 24 index sets, 2/Pack, 12 Pads per Pack, 2 30 Sheet Pads/Carton, 300 Sets/Book, 2,800 Sheets per Carton, 100 Sheets/Pad, 5 Pads/Pack, Box of 50, 25-Tab, 12 100 Sheet Pads/Pack, 6/Carton, Dozen Pen, 25/CT, 200 Sheet, 35 Folders per Box, 25/Set, 80 SH, 1 Each, 10 Sheets, 800 stickers, 50, 200 per box, 200 cards per pack, One set, 100/Box, 250 Sts/Pack, 12 pads per pack, 390 Sheets/Cube, 1 per pack, 4 Envelopes, Rolls Per Unit: 50, 25 per roll, 250 liners per carton, 1,000 tags per box, Two Pack, 4 per pack, 50/Carton, 25/Bx, 6 per pack, 120, 10-Sheet, 14 seating charts, 25 Folders per Box, 100 strips per pad. 5 pads (500 strips total), 50/Pack, 470 Sheets per Cube, 2,800 Sheet, 200 Sheets/Pack, 25/Box, 10/Bx, 4 Books/Pack, 400 Forms, 10 per Pack, Ten envelopes per pack, 50 Sheets/Pad, 100-Sheet, 18/Pack, 200 Pairs, 50 Sheets, 1,000/Box, 6 Pads per Pack, 100 Flags/Dispenser, 4 books per pack, 252/Pack, 500 Sheets/Ream, 96 Sheets, 50 fasteners per box, 100 Cards per Polypack, 25 per pack, 50 Sheets/Pack, 100/Carton, 5 Pads of 100 Strips/Each, 50 Sheet, Dozen Pads, 104/Pack, Sheets Per Unit: 16, 100 sheets per pad, 50 per roll, 500/Pack, 100 Bags/Carton, 50 Sheet Pads/Pack, Dozen Pads, 25 per carton, 60 Sheets, 50 per Box, 1 each, 20-Pack, Sheets Per Unit: 25, 25 envelopes per pack, 50/BX, 50 Sets/Book, 200 Sheets, 20 Sheets/Pack, 500/Bundle, 10 per Box, 24/Pack, 20-sheets/pad, 12 Pads/Pack, 50 covers and 50 binding bars per box, 80 Pages, 500 sheets per ream, n/a, 30/Pack, Box of 100, 25, 100 folders per box, Sheets per Pad: 80, 250/Carton, 100-sheet pads, 5 Pads/Pack, 100 Sheets/Pad, 80 Sheets, 200/Pack, 420 1 lb. Box, 12/Pack, Two-Pen Pack, 100 bags per carton, Carton of 12, 12 Per Case, 1 Roll, 250 Sets per Box, 4/Pack, 4 per Carton, 4,000/Carton, 12/Carton, 4 packs per case (500 plates), 10/Box, Case of 25, 10/BX, 20/Carton, 100 Flags per Dispenser, 100-Sheet, 12/Pack, 150 Sheets, 30 Sets, 50 Sheets, Dozen Pads, 200 Cards per Pack, 500/Ream, 500/Carton, Sheets per Pad: 120, 50 sheets per pad, 5-Tab, 30 Packets/Box, 25 guides per set, 3, 400 Sets/Book, 700 stickers per pack, 100/Box, 10 Boxes/Pack, 300, 2700 Sheets, 250 Cards/24 Guides, Bundle of 25, 25 Sheets per Tablet, 25/Carton, Set of 50, 250 Sheets, 80 sheets per book, 50 Sheet, 5000/Box, 66/Pack, 100 Sheet per Pack, 1000/Pack, 25 Sheets, 50 Sets per Book, 100 per box, 100/Pack, 80, 6/Pack, 250/Box, 10 folders per box, 1, 10 Rolls/Carton, 100/Dispenser, 1,420 Bands1-lb. Box, 100 Sheets, 125 Plates Per Pack, four matching envelopes, 120 Sheets, 24 Guides 250, 50/Box
Office Products;The 'Office Products' category typically includes a wide range of items used in office settings, such as stationery, office furniture, printers, copiers, and organizational supplies.;Material;material_design;The 'Material' attribute determines a fundamental aspect that defines the quality, durability, aesthetic appeal, and functionality of products. Different materials are suited for various applications and environments, and understanding their properties is key to selecting the right product for a specific need. ;"* Stick to Consistent Level of Detail, longest substring rule
* Recylced Materials are also Materials
* Percent details included ";None;None;None;"[""Free Text"", ""Free Text with Numeric""]";None;158;27,34;laminated, heavyweight Kraft, Foam, Soft grip plastic, acrylic adhesive, carbon steel, phenolic, recycled plastic, Graphite-blend, Steel, Corrugated Kraft, stain-resistant laminate, bleed-resistant paper, LYCR, Mylar reinforced, Graphite Cork, brushed aluminum, Carbonless, Phenolic, Minimum 30% post-consumer recycled material, Leather, adhesive, 30% post-consumer recycled material, rubber, Cardstock Paper, punched-metal, kraft, Metal/Plastic, memory foam, 59% post-consumer recycled content, high-pressure laminate, stainless steel, DuraMax porcelain, marble, Removable adhesive, faux reptile, Recycled, 30% post-consumer content, Gel, heavy-gauge vinyl, 100% recycled plastic, 15% post-consumer material, Kraft, titanium, aluminum, Tyvek, corrugated Kraft, Titanium, acrylic, carbonless paper, Natural Kraft, Contoured rubber, 25 pt. pressboard, Recycled/Recyclable, Gold foil, Leather-Look/Faux Reptile, PVC Foam, Vellum, Embossed Foam, 30% post-consumer recycled paper, High-density polyethylene, vellum, 13pt. Stock, recycled paper, CFC-Free Polystyrene Foam, Mesh, AgION antimicrobial, synthetic-rubber adhesive, cotton paper, Porcelain, manila kraft paper, all-steel, Paper contains 30% post-consumer recycled content, Poly, Medium Cherry, plastic, Pressboard, laminate, Chrome, poly-vinyl, teflon, Memory foam, 80% rubber, glass yarn filaments, Metal, 100% vat-dyed sulphite, Memory Foam, carbonless, mesh, poly, Heavyweight paper, foam, pressboard, nickel-plated steel, free-sheet paper, Paper, 50% post-consumer recycled content, 50% total recycled content, Vinyl, Fully laminated, 20% post-consumer recycled content and 20% total recycled content, 30% post-consumer recycled content, 100% new cotton fiber media, steel, latex-free, Lightweight high-impact plastic, mesh metal, Leather-like, n/a, polyethylene resin coating, 100 percent post-consumer recycled content, Nylon, Plastic, 30% minimum post-consumer recycled, fiber paper, All-metal, 10% post-consumer recycled content and 10% total recycled content, Mylar, 10% post-consumer recycled content and 10% total recycled, Wood, all poly, paper, Embossed Leather Grain Paper, recycled, wood, Titanium Aluminum, 100% post-consumer recycled content, 100% total recycled content, Lycra, Fabric-Cork, Latex Free, Mylar-reinforced, Recycled, 30 percent post-consumer material, 100% Recycled, metal and plastic, 11 pt. Manila stock, Polypropylene, high impact plastic, Photo Paper, 17 pt. Kraft, Heavy-duty plastic, high-density foam, heavy-gauge steel, 25% sulphite, 100% recycled, sulfite bond paper, Carbonless Paper, Crepe paper, Metal/high impact plastic, rich lizard-look texture, heavyweight Kraft, metal, soft eggshell, Permanent adhesive, 90% post-consumer recycled content, 100% total recycled content, Rubber, Graphite Aluminum, polypropylene, Bleached Paper, Post-Consumer Recycled Resin (PCR), Manila, vinyl
Office Products;The 'Office Products' category typically includes a wide range of items used in office settings, such as stationery, office furniture, printers, copiers, and organizational supplies.;Width;dimensions;The 'Width' attribute determines the width of the product. It can be measured in inches, cm, feet or meters.;"* If unit is provided, its added
* Do not include ""W"" identifier -> redundant ";[Unit Conversion];"Convert and standardize the Width measurement to centimeters (cm). 
If the width is not already in cm, convert it from inches, mm, meters, yards, or feet to cm.
If no unit is specified, assume the measurement is in inches.
For width ranges, use the larger value in the range for conversion.
Output the final width value as a single numeric figure in cm, rounded to one decimal place.
Exclude any unit indicators in the output.";"1 inch = 2.54 cm
1 foot = 30.48 cm
1 yard = 91.44 cm
1 mm = 0.1cm
1 m = 100cm";"[""Numeric"", ""Numeric with Fraction"", ""Numeric with Decimal"", ""Numeric with Unit"", ""Numeric with Fraction with Unit"", ""Numeric with Decimal with Unit"", ""Free Text""]";Numeric with Decimal;117;34,95;"5 7/8, 8-1/2"", 7 1/4"", 9-1/8, 2 3/4, 15, 7/16"", 8 1/2, 10.25"", 13 3/4"", 48, 9 1/2, 60, 1', 4, 11, 1"", 42"", 8 1/2"", 9 1/8, 1/2, 1-1/4, 48"", 3 1/2, 10 3/4, 7 7/8, 2"", 12, 40, 7 7/8"", 2 1/8, 4"", 25-3/4, 7, 9-1/2, 5-1/2, 3 1/8"", 12 1/4"", 21-1/4, 7 1/4, 9, 1 inch, 14, 17 1/2, 15"", 17-1/4, 1 3/4, 17, 8.9, 14"", 1/2"", 19 1/2"", 22"", 12"", 24"", 1/16"", 5 3/4, 16, .70"", 1-1/2, 5, 4In, 36, 1/4, 19-1/4, 1/5"", 10 1/2, 8 7/8, 4 in, 8, n/a, 6, 25, 1/4"", 11/16, 10"", 17"", 1 1/2, 14 13/16"", 6"", 4 3/4, 11"", 2, 13, 8-1/2, 10, 27"", 8.9-Inches, 1/6, 20"", 8.5, 24, 9"", 22, 3-1/2, 17-1/2, 3, 4 7/8, 1.88"", 18mm, 5-3/4, 5 1/2, 36"", 3 1/2"", 3"", 3/4"", 8 7/8"", 8 1/4, 27, 7 1/2, 1, 6-1/4, 1/6"", 11/32"", 3-1/8, 12 1/2, 28"""
Office Products;The 'Office Products' category typically includes a wide range of items used in office settings, such as stationery, office furniture, printers, copiers, and organizational supplies.;Height;dimensions;The 'Height' attribute determines the height of the product. It can be measured in inches, cm, feet or meters.;"* If unit is provided, its added
* Do not include ""H"" identifier -> redundant ";[Unit Conversion];"Convert and standardize the Height measurement to centimeters (cm). 
If the width is not already in cm, convert it from inches, mm, meters, yards, or feet to cm.
If no unit is specified, assume the measurement is in inches.
For width ranges, use the larger value in the range for conversion.
Output the final width value as a single numeric figure in cm, rounded to one decimal place.
Exclude any unit indicators in the output.";"1 inch = 2.54 cm
1 foot = 30.48 cm
1 yard = 91.44 cm
1 mm = 0.1cm
1 m = 100cm";"[""Numeric"", ""Numeric with Fraction"", ""Numeric with Decimal"", ""Numeric with Unit"", ""Numeric with Fraction with Unit"", ""Numeric with Decimal with Unit"", ""Free Text""]";Numeric with Decimal;99;46,25;"8-1/2"", 15-1/2, 36 Inches, 15, 28-3/8"", 2 1/2"", 23-1/2, 6In, 7/16"", 9 1/4, 8 1/2, 19, 48, 9 1/2, 7/8, 34"", 11, 15/16, 39, 1"", 34, 3 1/4, 6 3/4, 11 1/2, 1/2, 14 1/2, 3 1/2, 7 7/8, 12, 6 1/4"", 18 1/2, 4"", 7, 1 11/16"", 23 1/2, 18, 9-1/2, 9 1/4"", 20 1/8"", 21-1/4, 11-Inch, 75-7/8, 73 1/2"", 9, 11 Inches, 15"", 14, 1 inch, 15 1/2, 26-3/4, 11-1/2, 17, 6 in, 1-3/4, 5-inch, 12"", 28, 16, 1-1/2, 5, 29-3/4, 36, 10 1/2, 4 5/8, 8, n/a, 6, 14 7/8, 7-7/8, 10"", 33-3/4, 6"", 11"", 2, 10, 46 1/4"", 27"", 24, 9"", 1-7/16, 2 3/8, 3, 29-1/2, 5"", 1-1/8, 30, 9 Inches, 52"", 3/4, 10-1/2, 8 1/4, 11.4-Inches, 1, 6-1/4, 17 3/4, 53-1/4"", 14-7/8, 14 1/2"", 2 1/4"""
Office Products;The 'Office Products' category typically includes a wide range of items used in office settings, such as stationery, office furniture, printers, copiers, and organizational supplies.;Mounting;functional;The 'Mounting' attribute refers to how an item is installed, displayed, or positioned within an office space. It indicates the specific methods or accessories provided for installing or hanging the product.;* Mounting System describes how item is being mounted (Either included system or adhesive);None;None;None;"[""Free Text""]";None;30;88,82;Easel back, Self-stick, Partition Mount, Side-Mount, Wall Mount, back-mounted, Self-stick, removable adhesive, magnets, Easy Mount hanging system, Adjustable hooks and clamp, Self-Stick, Self-adhesive, hook and loop fasteners and double-sided tape, Belt Clip, Magnetic, n/a, Repositionable adhesive sticks, Pass-thru mounting system, Permanent adhesive, belt clip, vertically or horizontally, friction-free teflon mounting track, self-stick, pass-thru mounting system, mounting chain, specially designed security lock system, Removable adhesive, Repositionable adhesive, Wall mountable, permanent adhesive
Office Products;The 'Office Products' category typically includes a wide range of items used in office settings, such as stationery, office furniture, printers, copiers, and organizational supplies.;Length;dimensions;The 'Length' attribute determines the lengthof the product. It can be measured in inches, cm, feet or meters.;"* If unit is provided, its added
* Do not include ""L"" identifier -> redundant ";[Unit Conversion];"Convert and standardize the Length measurement to centimeters (cm). 
If the width is not already in cm, convert it from inches, mm, meters, yards, or feet to cm.
If no unit is specified, assume the measurement is in inches.
For width ranges, use the larger value in the range for conversion.
Output the final width value as a single numeric figure in cm, rounded to one decimal place.
Exclude any unit indicators in the output.";"1 inch = 2.54 cm
1 foot = 30.48 cm
1 yard = 91.44 cm
1 mm = 0.1cm
1 m = 100cm";"[""Numeric"", ""Numeric with Fraction"", ""Numeric with Decimal"", ""Numeric with Unit"", ""Numeric with Fraction with Unit"", ""Numeric with Decimal with Unit"", ""Free Text""]";Numeric with Decimal;30;89,97;"8-1/2"", 90 ft, 60 yards, 2200ft, 3 3/8, 236"", 60yds, 3 9/10, 21.8yds, 8 1/2, 55m, 164 ft, 400"", 1296"", 11, n/a, 14.4"", 1/4"", 3 7/16, 1000"", 50 ft, 314"", 8 1/4, 60 Yards, 82 ft, 3-1/2"", 472, 10, 1000 ft, 30"""
Office Products;The 'Office Products' category typically includes a wide range of items used in office settings, such as stationery, office furniture, printers, copiers, and organizational supplies.;Binding;functional;The 'Binding' attribute refers to the method used to secure pages together in a document, booklet, or publication. It can also refer to where the pages are bound within the document.;* Binding Mechanism, longest substring rule included functionality ;None;None;None;"[""Free Text""]";None;48;82,52;Wirebound with hanging loop, Coil-lock wire, metal fastener, Spiralbound, One Touch EZD Rings, Binding Bars, three-ring binder, Spiral, Ring Binder, double-wirebound, permanent-bound, Loose-leaf, Glue top, Permanently bound, spiral, Twin Wire, twin-wire, Glue Top, stitched, double-loop wire, Hand-turned and hand-stitched, Top-bound with a plastic wire coil, Double-stitched, two-ring, n/a, binding bars, perfect bound, side-bound, Six-Ring Ledger, Glue-top, Prong base and compressor, wire bound, Snap-Off, Coil lock wire binding, Wire, standard three-ring binders, Binder holes, wire, Clear binding edge, Wirebound, three-hole punched, prong fasteners, Two-hole punched, ring binders, Stitched, One Touch slant rings, Twin-wire, Binder
Office Products;The 'Office Products' category typically includes a wide range of items used in office settings, such as stationery, office furniture, printers, copiers, and organizational supplies.;Closure;functional;The 'Closure' attribute typically refers to the various methods or mechanisms used to seal or fasten documents, envelopes, folders, or other office-related items. Each specific type of closure or sealing mechanis depends on the intended use and user preferences.;* See Binding;None;None;None;"[""Free Text""]";None;23;87,66;aggressive acrylic adhesive, Tie, Self-Seal, Locking shatterproof acrylic doors, Retractable, String-and-button tie, Self Seal, peel-and-press seal, Locking-latch, Flap & Elastic Cord, Reinforced eyelet and two prong clasp, Double prong metal clasps, Self-adhesive, zip-away, metal clasps and gum adhesive, ungummed, Secure closure, n/a, Redi-Strip, Clasp, tumbler lock, gum adhesive, Gummed flap
